NomePlanilha;DataUltimaCompra;Grupo;Material;Quantidade;UnidadeMedida;ValorUnitario;ValorTotalItem
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS;LUVA PVC Ø200mm;5,00;pç;29,00;145,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS;Joelho 90° PVC Ø150mm;15,00;pç;16,90;253,50
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS;Joelho 90° PVC Ø200mm;8,00;pç;68,00;544,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS;Tee 100;10,00;pç;6,98;69,80
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTOS;Joelho 45° PVC Ø200mm;4,00;pç;68,00;272,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTO;Perfilado;50,00;pç;25,13;1.256,50
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTO;"Barra roscada 1/4""";300,00;pç;7,00;2.100,00
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTO;Cabo BUS (Cabo blindado 3x18 AWG) (VRF);1.550,00;m;4,99;7.734,50
HOSPITAL STA TERESINHA-BRAÇO DO NORTE - AC01824 R1;24/06/2024;DUTO;Cabo elétrico 1,5mm²;381,00;m;1,20;457,20
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;"Tubo de cobre diâmetro 1/2"" (46m)";15,96;kg;95,00;1.516,20
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;"Tubo de cobre diâmetro 1.1/8"" (46m)";72,00;kg;95,00;6.840,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;"Isolamento em borracha elastomérica com espessura 19mm (M) para tubo de cobre de 1/2""";60,00;m;9,93;595,80
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;"Isolamento em borracha elastomérica com espessura 19mm (M) para tubo de cobre de 1.1/8""";60,00;m;15,38;922,80
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;Caixa de passagem para split. Ref: Polar;1,00;pç;18,00;18,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;Gás nitrogênio;1,00;unid.;180,00;180,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;Gás acetileno;1,00;unid.;100,00;100,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;Gás Oxigenio;1,00;unid.;100,00;100,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;Proteção mecânica em plastico hospitalar branco liso 0,10mmx50m (10cm);6,00;pç;30,00;180,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;Gás R410a. Ref.: DuPont;41,00;kg;95,00;3.895,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;Conjunto de calço de borracha ou suporte tipo mão francesa;3,00;cj;60,00;180,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;Materiais diversos (suportes, fixações, parafusos, porcas, arruelas, fitas, etc.);30,00;cj;10,00;300,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;Infraestrutura para máquina de 18000;1,00;und;1.000,00;1.000,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;DUTO;manta de lã de PET;427,00;m²;17,00;7.259,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;DUTO;"MODELO ADI 42 DA TROPICAL RIO -
18"" x 15""";16,00;pc;600,00;9.600,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;DUTO;"MODELO ADI 31 DA TROPICAL RIO - 9""
x 9""";9,00;pc;300,00;2.700,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;DUTO;"MODELO ADI 21 DA TROPICAL RIO - 6""
X 6""";13,00;pc;200,00;2.600,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;DUTO;"MODELO GRHR - 252 x 250 DA DIFUS
AR";11,00;pc;150,00;1.650,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;DUTO;"MODELO GRHR - 200 x 192 DA DIFUS
AR";10,00;pc;150,00;1.500,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;DUTO;"MODELO GCHV - 0Â° 150 x 150 DA
DIFUS AR";46,00;pc;120,00;5.520,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;CONTROLE E ELÉTRICA;Fechamento elétrico dos splitões;3,00;cj;500,00;1.500,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;CONTROLE E ELÉTRICA;Inclusão de bateria de reaquecimento com sensores de umidade e proteções (12kW);3,00;cj;1.500,00;4.500,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;CONTROLE E ELÉTRICA;Fechamenrto elétirco exaustores mini;11,00;cj;100,00;1.100,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;"Tubo de cobre diâmetro 1/2"" (46m)";15,96;kg;79,00;1.260,84
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;"Tubo de cobre diâmetro 1.1/8"" (46m)";30,00;kg;79,00;2.370,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;"Isolamento em borracha elastomérica com espessura 19mm (M) para tubo de cobre de 1/2""";60,00;m;9,93;595,80
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;"Isolamento em borracha elastomérica com espessura 19mm (M) para tubo de cobre de 1.1/8""";60,00;m;15,38;922,80
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;Caixa de passagem para split. Ref: Polar;1,00;pç;18,00;18,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;Gás nitrogênio;2,00;unid.;210,00;420,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;Gás acetileno;1,00;unid.;200,00;200,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;Gás Oxigenio;1,00;unid.;100,00;100,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;Proteção mecânica em plastico hospitalar branco liso 0,10mmx50m (10cm);6,00;pç;30,00;180,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;Gás R410a. Ref.: DuPont;34,00;kg;83,00;2.822,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;Conjunto de calço de borracha ou suporte tipo mão francesa;3,00;cj;60,00;180,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;Materiais diversos (suportes, fixações, parafusos, porcas, arruelas, fitas, etc.);30,00;cj;10,00;300,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;Infraestrutura para máquina de 18000;1,00;und;1.000,00;1.000,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;Calço de Borracha;1,00;;1.301,80;1.301,80
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;REDE FRIGORIGENA;lona preta;20,00;;3,03;60,60
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;DUTO;manta de lã de PET;390,00;m²;13,90;5.421,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;DUTO;"MODELO ADI 42 DA TROPICAL RIO -
18"" x 15""";16,00;pc;427,00;6.832,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;DUTO;"MODELO ADI 31 DA TROPICAL RIO - 9""
x 9""";9,00;pc;300,00;2.700,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;DUTO;"MODELO ADI 21 DA TROPICAL RIO - 6""
X 6""";13,00;pc;200,00;2.600,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;DUTO;"MODELO GRHR - 252 x 250 DA DIFUS
AR";11,00;pc;150,00;1.650,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;DUTO;"MODELO GRHR - 200 x 192 DA DIFUS
AR";10,00;pc;150,00;1.500,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;DUTO;"MODELO GCHV - 0Â° 150 x 150 DA
DIFUS AR";46,00;pc;120,00;5.520,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;DUTO;Tubo PVC;1,00;;2.805,22;2.805,22
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;DUTO;Dampewr Sobre Pressão;1,00;;1.086,00;1.086,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;CONTROLE E ELÉTRICA;Fechamento elétrico dos splitões;3,00;cj;500,00;1.500,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;CONTROLE E ELÉTRICA;Inclusão de bateria de reaquecimento com sensores de umidade e proteções (12kW);3,00;cj;1.500,00;4.500,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;CONTROLE E ELÉTRICA;Material para 3 Paineis;1,00;;4.172,78;4.172,78
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;CONTROLE E ELÉTRICA;Cabos Flexiveis;1,00;;2.473,42;2.473,42
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;DUTO;Fechamenrto elétirco exaustores mini;11,00;cj;100,00;1.100,00
HOSPITAL SÃO BRAZ-CAMILO - AC02724;24/02/2026;DUTO;Resistência Eletrica;1,00;cj;3.348,00;3.348,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Tubulação em PPR 20mm (barra de 3 m);12,00;m;4,00;48,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Tubulação em PPR 25mm (barra de 3 m);18,00;m;5,00;90,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Tubulação em PPR 32mm (barra de 3 m);12,00;m;8,00;96,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Isolamento em borracha elastomerica classe R para tubo PPR 20mm;12,00;m;30,00;360,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Isolamento em borracha elastomerica classe R para tubo PPR 25mm;18,00;m;32,00;576,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Isolamento em borracha elastomerica classe R para tubo PPR 32mm;12,00;m;40,00;480,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Luva PPR 20mm;4,00;un;1,20;4,80
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Luva PPR 25mm;6,00;un;1,10;6,60
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Luva PPR 32mm;4,00;un;1,80;7,20
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Tê PPR 25mm;2,00;un;1,40;2,80
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Tê PPR 32mm;4,00;un;3,00;12,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Joelho 90° PPR 20mm;16,00;un;1,15;18,40
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Joelho 90° PPR 25mm;4,00;un;2,10;8,40
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Redução PPR 25 para 20;4,00;un;2,00;8,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Redução PPR 32 para 20;2,00;un;2,70;5,40
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Redução PPR 32 para 25;4,00;un;2,50;10,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Conexão movel curta PEX 3/4"" x 16mm";4,00;un;15,00;60,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Mangueira de polietileno de alta densidade ""PEX"" 16mm";2,00;m;6,50;13,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"niple galvanizado 3/4""";3,00;un;12,00;36,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Valvula de bloqueio ""esfera"" 3/4""";2,00;un;30,45;60,90
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Válvula de Balanceamento Independente de Pressão 3/4"" com atuador proporcional, conexão rosca fêmea e isolamento";1,00;un;1.400,00;1.400,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Adaptador rosca externa PPR 3/4"" para 25mm";2,00;un;10,00;20,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Conexão movel curta PEX 1/2"" x 16mm";12,00;un;15,00;180,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Mangueira de polietileno de alta densidade ""PEX"" 16mm";6,00;m;6,50;39,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"niple galvanizado 1/2""";9,00;un;12,00;108,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Valvula de bloqueio ""esfera"" 1/2""";6,00;un;30,45;182,70
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Válvula de Balanceamento Independente de Pressão 1/2"" com atuador proporcional, conexão rosca fêmea e isolamento";3,00;un;1.250,00;3.750,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Adaptador rosca externa PPR 1/2"" para 20mm";6,00;un;10,00;60,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Suportes da rede Hidráulica PPR;1,00;vb;500,00;500,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Tubo de cobre diâmetro 3/8"" (10m)";2,22;kg;85,00;188,70
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Tubo de cobre diâmetro 3/4"" (10m)";4,63;kg;85,00;393,55
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Isolamento em tubo de polietileno blindado inverter, para tubulação de 3/8""";12,00;m;1,60;19,20
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Isolamento em tubo de polietileno blindado inverter, para tubulação de 3/4""";12,00;m;2,40;28,80
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Gás nitrogênio;1,00;unid.;180,00;180,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Gás acetileno;1,00;unid.;100,00;100,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Gás Oxigenio;1,00;unid.;100,00;100,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Proteção mecânica em plastico hospitalar branco liso 0,10mmx50m (10cm);1,00;pç;30,00;30,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Gás R410a. Ref.: EOS (SPLIT);3,00;kg;70,00;210,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Fita prata para junção do isolamento em polietileno;1,00;un;5,00;5,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Conjunto de calço de borracha ou suporte tipo mão francesa;1,00;cj;60,00;60,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Materiais diversos (suportes, fixações, parafusos, porcas, arruelas, fitas, etc.);1,00;cj;20,00;20,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;DUTOS / DIFUSÃO DE AR;Chapa de MPU Clean 20mm. Ref.: MULTIVAC MPU CLEAN 20mm;20,00;m²;315,00;6.300,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;DUTOS;Adesivo de contato para painel MPU (lata 2,8kg);1,00;lata;146,84;146,84
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;DUTO;Suportes para tubo de PVC (Chumbador, porca, arruela, barra roscada, ferro chato).;10,00;cj.;10,00;100,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;DUTO;Grelha para saída e entrada de ar, em plástico ABS e anti UV. Ref: SICFLUX GRADE S100;2,00;pç;15,00;30,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;CONTROLE E ELÉTRICA;CONTROLE DE CONDENSAÇÃ0;1,00;vb;3.500,00;3.500,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;CONTROLE E ELÉTRICA;Controlador mercato tupo MDR;1,00;vb;1.000,00;1.000,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;CONTROLE E ELÉTRICA;Painel elétrico;1,00;vb;1.500,00;1.500,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;CONTROLE E ELÉTRICA;resistecia;1,00;vb;1.200,00;1.200,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Tubulação em PPR 20mm (barra de 3 m);3,00;m;8,00;24,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Tubulação em PPR 25mm (barra de 3 m);20,00;m;11,17;223,40
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Tubulação em PPR 32mm (barra de 3 m);15,00;m;14,05;210,75
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Isolamento em borracha elastomerica classe R para tubo PPR 20mm;3,00;m;42,89;128,67
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Isolamento em borracha elastomerica classe R para tubo PPR 25mm;20,00;m;45,11;902,20
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Isolamento em borracha elastomerica classe R para tubo PPR 32mm;15,00;m;55,50;832,50
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Luva PPR 20mm;4,00;un;1,20;4,80
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Luva PPR 25mm;6,00;un;1,10;6,60
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Luva PPR 32mm;4,00;un;1,80;7,20
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Tê PPR 25mm;2,00;un;1,40;2,80
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Tê PPR 32mm;2,00;un;3,00;6,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Joelho 90° PPR 20mm;10,00;un;2,01;20,10
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Joelho 90° PPR 25mm;12,00;un;2,10;25,20
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Redução PPR 25 para 20;4,00;un;2,00;8,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Redução PPR 32 para 20;2,00;un;2,70;5,40
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Redução PPR 32 para 25;4,00;un;2,50;10,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Conexão movel curta PEX 3/4"" x 16mm";4,00;un;15,00;60,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Mangueira de polietileno de alta densidade ""PEX"" 16mm";2,00;m;6,50;13,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"niple galvanizado 3/4""";6,00;un;12,00;72,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Valvula de bloqueio ""esfera"" 3/4""";2,00;un;30,45;60,90
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Válvula de Balanceamento Independente de Pressão 3/4"" com atuador proporcional, conexão rosca fêmea e isolamento";1,00;un;1.102,81;1.102,81
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Adaptador rosca externa PPR 3/4"" para 25mm";2,00;un;10,00;20,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Conexão movel curta PEX 1/2"" x 16mm";12,00;un;15,00;180,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Mangueira de polietileno de alta densidade ""PEX"" 16mm";6,00;m;6,50;39,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"niple galvanizado 3/4""";6,00;un;6,50;39,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Valvula de bloqueio ""esfera"" 1/2""";4,00;un;30,45;121,80
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Válvula de Balanceamento Independente de Pressão 1/2"" com atuador proporcional, conexão rosca fêmea e isolamento";3,00;un;918,54;2.755,62
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Adaptador rosca externa PPR 1/2"" para 20mm";6,00;un;10,00;60,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Suportes da rede Hidráulica PPR;1,00;vb;500,00;500,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Tubo de cobre diâmetro 3/8"" (10m)";2,22;kg;71,45;158,62
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Tubo de cobre diâmetro 3/4"" (10m)";4,63;kg;71,45;330,81
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Isolamento em tubo de polietileno blindado inverter, para tubulação de 3/8""";12,00;m;1,53;18,36
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;"Isolamento em tubo de polietileno blindado inverter, para tubulação de 3/4""";12,00;m;2,42;29,04
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Gás nitrogênio;1,00;unid.;180,00;180,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Gás acetileno;1,00;unid.;100,00;100,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Gás Oxigenio;1,00;unid.;100,00;100,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Proteção mecânica em plastico hospitalar branco liso 0,10mmx50m (10cm);1,00;pç;30,00;30,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Gás R410a. Ref.: EOS (SPLIT);3,00;kg;70,00;210,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Adaptador R410;1,00;;20,00;20,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Fita prata para junção do isolamento em polietileno;1,00;un;5,00;5,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Conjunto de calço de borracha ou suporte tipo mão francesa;1,00;cj;109,01;109,01
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;REDE FRIGORIGENA;Materiais diversos (suportes, fixações, parafusos, porcas, arruelas, fitas, etc.);1,00;cj;20,00;20,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;DUTOS / DIFUSÃO DE AR;Chapa de MPU Clean 20mm. Ref.: MULTIVAC MPU CLEAN 20mm;20,00;m²;315,00;6.300,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;DUTOS;Adesivo de contato para painel MPU (lata 2,8kg);1,00;lata;146,84;146,84
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;DUTO;Tubo de PVC Ø100 mm (tubo com 6 m);12,00;m;15,00;180,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;DUTO;Verba para conexões PVC;1,00;vb;300,00;300,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;DUTO;Suportes para tubo de PVC (Chumbador, porca, arruela, barra roscada, ferro chato).;10,00;cj.;10,00;100,00
HOSPITAL SÃO DONATO RESSONANCIA - AC07823-R1;04/12/2023;DUTO;Grelha para saída e entrada de ar, em plástico ABS e anti UV. Ref: SICFLUX GRADE S100;2,00;pç;15,00;30,00
